type,id,attributes.accession,attributes.pipeline-version,attributes.experiment-type,attributes.analysis-status,attributes.analysis-summary,attributes.is-private,attributes.last-update,attributes.complete-time,attributes.instrument-platform,attributes.instrument-model,relationships.study.data.id,relationships.study.data.type,relationships.run.data.id,relationships.run.data.type,relationships.sample.data.id,relationships.sample.data.type
analysis-jobs,MGYA00776894,MGYA00776894,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '21100'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '19093'}, {'key': 'Nucleotide sequences after length filtering', 'value': '19093'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '19093'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '19091'}]",False,2024-07-29T09:03:45.463914,2024-07-29T09:03:44,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716966,runs,SRS5841591,samples
analysis-jobs,MGYA00776895,MGYA00776895,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '32896'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '29163'}, {'key': 'Nucleotide sequences after length filtering', 'value': '29163'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '29163'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '24650'}]",False,2024-07-29T09:03:59.569534,2024-07-29T09:03:58,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716964,runs,SRS5841594,samples
analysis-jobs,MGYA00776896,MGYA00776896,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '22293'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '20073'}, {'key': 'Nucleotide sequences after length filtering', 'value': '20073'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '20073'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '20066'}]",False,2024-07-29T09:04:13.712235,2024-07-29T09:04:12,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716963,runs,SRS5841595,samples
analysis-jobs,MGYA00776897,MGYA00776897,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '19877'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '17781'}, {'key': 'Nucleotide sequences after length filtering', 'value': '17781'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '17781'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '17777'}]",False,2024-07-29T09:04:26.538601,2024-07-29T09:04:25,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716962,runs,SRS5841599,samples
analysis-jobs,MGYA00776898,MGYA00776898,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '27488'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '23072'}, {'key': 'Nucleotide sequences after length filtering', 'value': '23072'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '23072'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '23043'}]",False,2024-07-29T09:04:40.083418,2024-07-29T09:04:38,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716960,runs,SRS5841597,samples
analysis-jobs,MGYA00776899,MGYA00776899,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '33922'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '30169'}, {'key': 'Nucleotide sequences after length filtering', 'value': '30169'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '30169'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '30163'}]",False,2024-07-29T09:04:53.771251,2024-07-29T09:04:52,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716959,runs,SRS5841598,samples
analysis-jobs,MGYA00776900,MGYA00776900,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '25418'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '22979'}, {'key': 'Nucleotide sequences after length filtering', 'value': '22979'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '22979'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '22975'}]",False,2024-07-29T09:05:07.675937,2024-07-29T09:05:06,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716956,runs,SRS5841602,samples
analysis-jobs,MGYA00776901,MGYA00776901,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '33506'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '29998'}, {'key': 'Nucleotide sequences after length filtering', 'value': '29998'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '29998'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '29991'}]",False,2024-07-29T09:05:20.885607,2024-07-29T09:05:20,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716952,runs,SRS5841606,samples
analysis-jobs,MGYA00776902,MGYA00776902,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '16221'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '14262'}, {'key': 'Nucleotide sequences after length filtering', 'value': '14262'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '14262'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '14259'}]",False,2024-07-29T09:05:33.486443,2024-07-29T09:05:32,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716948,runs,SRS5841610,samples
analysis-jobs,MGYA00776903,MGYA00776903,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '33065'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '29506'}, {'key': 'Nucleotide sequences after length filtering', 'value': '29506'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '29506'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '29486'}]",False,2024-07-29T09:05:46.742467,2024-07-29T09:05:45,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716944,runs,SRS5841613,samples
analysis-jobs,MGYA00776904,MGYA00776904,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '57407'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '51448'}, {'key': 'Nucleotide sequences after length filtering', 'value': '51448'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '51448'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '51433'}]",False,2024-07-29T09:05:59.929113,2024-07-29T09:05:59,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716943,runs,SRS5841617,samples
analysis-jobs,MGYA00776905,MGYA00776905,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '26898'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '23867'}, {'key': 'Nucleotide sequences after length filtering', 'value': '23867'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '23867'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '23860'}]",False,2024-07-29T09:06:14.470820,2024-07-29T09:06:13,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716941,runs,SRS5841616,samples
analysis-jobs,MGYA00776906,MGYA00776906,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '39928'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '35196'}, {'key': 'Nucleotide sequences after length filtering', 'value': '35196'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '35196'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '35189'}]",False,2024-07-29T09:06:27.776118,2024-07-29T09:06:26,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716939,runs,SRS5841619,samples
analysis-jobs,MGYA00776907,MGYA00776907,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '19406'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '17269'}, {'key': 'Nucleotide sequences after length filtering', 'value': '17269'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '17269'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '17266'}]",False,2024-07-29T09:06:41.810008,2024-07-29T09:06:40,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716938,runs,SRS5841620,samples
analysis-jobs,MGYA00776908,MGYA00776908,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '24750'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '21838'}, {'key': 'Nucleotide sequences after length filtering', 'value': '21838'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '21838'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '21823'}]",False,2024-07-29T09:06:54.755857,2024-07-29T09:06:53,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716933,runs,SRS5841624,samples
analysis-jobs,MGYA00776909,MGYA00776909,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '37694'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '33120'}, {'key': 'Nucleotide sequences after length filtering', 'value': '33120'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '33120'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '26232'}]",False,2024-07-29T09:07:07.761366,2024-07-29T09:07:06,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716931,runs,SRS5841627,samples
analysis-jobs,MGYA00776910,MGYA00776910,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '33052'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '29310'}, {'key': 'Nucleotide sequences after length filtering', 'value': '29310'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '29310'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '29296'}]",False,2024-07-29T09:07:21.964142,2024-07-29T09:07:21,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716930,runs,SRS5841628,samples
analysis-jobs,MGYA00776911,MGYA00776911,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '35955'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '32080'}, {'key': 'Nucleotide sequences after length filtering', 'value': '32080'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '32080'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '32057'}]",False,2024-07-29T09:07:35.229012,2024-07-29T09:07:34,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716929,runs,SRS5841629,samples
analysis-jobs,MGYA00776912,MGYA00776912,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '17605'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '15731'}, {'key': 'Nucleotide sequences after length filtering', 'value': '15731'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '15731'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '15728'}]",False,2024-07-29T09:07:48.362428,2024-07-29T09:07:47,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716928,runs,SRS5841630,samples
analysis-jobs,MGYA00776913,MGYA00776913,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '28375'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '25671'}, {'key': 'Nucleotide sequences after length filtering', 'value': '25671'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '25671'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '25667'}]",False,2024-07-29T09:08:02.600698,2024-07-29T09:08:01,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716926,runs,SRS5841632,samples
analysis-jobs,MGYA00776914,MGYA00776914,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '25117'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '22285'}, {'key': 'Nucleotide sequences after length filtering', 'value': '22285'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '22285'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '18101'}]",False,2024-07-29T09:08:16.952230,2024-07-29T09:08:16,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716920,runs,SRS5841637,samples
analysis-jobs,MGYA00776915,MGYA00776915,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '39380'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '34243'}, {'key': 'Nucleotide sequences after length filtering', 'value': '34243'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '34243'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '34230'}]",False,2024-07-29T09:08:30.961364,2024-07-29T09:08:30,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716918,runs,SRS5841640,samples
analysis-jobs,MGYA00776916,MGYA00776916,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '934'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '774'}, {'key': 'Nucleotide sequences after length filtering', 'value': '774'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '774'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '772'}]",False,2024-07-29T09:08:44.166394,2024-07-29T09:08:43,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716916,runs,SRS5841642,samples
analysis-jobs,MGYA00776917,MGYA00776917,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '22898'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '20331'}, {'key': 'Nucleotide sequences after length filtering', 'value': '20331'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '20331'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '20317'}]",False,2024-07-29T09:08:57.432691,2024-07-29T09:08:56,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716915,runs,SRS5841644,samples
analysis-jobs,MGYA00776918,MGYA00776918,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '27661'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '24559'}, {'key': 'Nucleotide sequences after length filtering', 'value': '24559'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '24559'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '24546'}]",False,2024-07-29T09:09:13.523832,2024-07-29T09:09:12,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716913,runs,SRS5841645,samples
analysis-jobs,MGYA00776919,MGYA00776919,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '34191'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '30307'}, {'key': 'Nucleotide sequences after length filtering', 'value': '30307'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '30307'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '30293'}]",False,2024-07-29T09:09:28.131137,2024-07-29T09:09:27,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716911,runs,SRS5841647,samples
analysis-jobs,MGYA00776920,MGYA00776920,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '30644'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '27315'}, {'key': 'Nucleotide sequences after length filtering', 'value': '27315'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '27315'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '27296'}]",False,2024-07-29T09:09:45.016013,2024-07-29T09:09:44,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716907,runs,SRS5841650,samples
analysis-jobs,MGYA00776921,MGYA00776921,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '21768'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '19505'}, {'key': 'Nucleotide sequences after length filtering', 'value': '19505'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '19505'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '19496'}]",False,2024-07-29T09:09:59.493302,2024-07-29T09:09:58,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716902,runs,SRS5841657,samples
analysis-jobs,MGYA00776922,MGYA00776922,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '36023'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '31813'}, {'key': 'Nucleotide sequences after length filtering', 'value': '31813'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '31813'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '31798'}]",False,2024-07-29T09:10:14.446389,2024-07-29T09:10:13,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716901,runs,SRS5841658,samples
analysis-jobs,MGYA00776923,MGYA00776923,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '20353'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '18181'}, {'key': 'Nucleotide sequences after length filtering', 'value': '18181'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '18181'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '18180'}]",False,2024-07-29T09:10:29.285073,2024-07-29T09:10:28,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716900,runs,SRS5841656,samples
analysis-jobs,MGYA00776924,MGYA00776924,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '31372'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '27779'}, {'key': 'Nucleotide sequences after length filtering', 'value': '27779'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '27779'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '27774'}]",False,2024-07-29T09:10:42.987957,2024-07-29T09:10:42,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716899,runs,SRS5841660,samples
analysis-jobs,MGYA00776925,MGYA00776925,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '32120'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '28576'}, {'key': 'Nucleotide sequences after length filtering', 'value': '28576'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '28576'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '23077'}]",False,2024-07-29T09:10:56.211875,2024-07-29T09:10:55,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716893,runs,SRS5841664,samples
analysis-jobs,MGYA00776926,MGYA00776926,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '42119'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '37647'}, {'key': 'Nucleotide sequences after length filtering', 'value': '37647'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '37647'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '32410'}]",False,2024-07-29T09:11:10.903279,2024-07-29T09:11:10,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716891,runs,SRS5841669,samples
analysis-jobs,MGYA00776927,MGYA00776927,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '40500'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '36255'}, {'key': 'Nucleotide sequences after length filtering', 'value': '36255'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '36255'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '24942'}]",False,2024-07-29T09:11:24.698607,2024-07-29T09:11:23,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716887,runs,SRS5841671,samples
analysis-jobs,MGYA00776928,MGYA00776928,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '45090'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '40465'}, {'key': 'Nucleotide sequences after length filtering', 'value': '40465'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '40465'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '34640'}]",False,2024-07-29T09:11:38.037646,2024-07-29T09:11:37,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716886,runs,SRS5841673,samples
analysis-jobs,MGYA00776929,MGYA00776929,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '43037'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '38611'}, {'key': 'Nucleotide sequences after length filtering', 'value': '38611'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '38611'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '30943'}]",False,2024-07-29T09:11:52.086518,2024-07-29T09:11:51,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716883,runs,SRS5841675,samples
analysis-jobs,MGYA00776930,MGYA00776930,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '26779'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '23542'}, {'key': 'Nucleotide sequences after length filtering', 'value': '23542'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '23542'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '20141'}]",False,2024-07-29T09:12:07.167693,2024-07-29T09:12:06,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716882,runs,SRS5841677,samples
analysis-jobs,MGYA00776931,MGYA00776931,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '38980'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '34828'}, {'key': 'Nucleotide sequences after length filtering', 'value': '34828'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '34828'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '31523'}]",False,2024-07-29T09:12:22.768691,2024-07-29T09:12:20,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716875,runs,SRS5841685,samples
analysis-jobs,MGYA00776932,MGYA00776932,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '44520'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '39630'}, {'key': 'Nucleotide sequences after length filtering', 'value': '39630'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '39630'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '32472'}]",False,2024-07-29T09:12:47.954354,2024-07-29T09:12:46,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716874,runs,SRS5841682,samples
analysis-jobs,MGYA00776933,MGYA00776933,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '41447'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '36761'}, {'key': 'Nucleotide sequences after length filtering', 'value': '36761'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '36761'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '30473'}]",False,2024-07-29T09:13:02.637513,2024-07-29T09:13:01,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716872,runs,SRS5841686,samples
analysis-jobs,MGYA00776934,MGYA00776934,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '22197'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '19873'}, {'key': 'Nucleotide sequences after length filtering', 'value': '19873'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '19873'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '17413'}]",False,2024-07-29T09:13:21.112486,2024-07-29T09:13:20,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716871,runs,SRS5841687,samples
analysis-jobs,MGYA00776935,MGYA00776935,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '20688'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '18293'}, {'key': 'Nucleotide sequences after length filtering', 'value': '18293'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '18293'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '16472'}]",False,2024-07-29T09:13:34.842793,2024-07-29T09:13:33,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716869,runs,SRS5841691,samples
analysis-jobs,MGYA00776936,MGYA00776936,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '30531'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '27187'}, {'key': 'Nucleotide sequences after length filtering', 'value': '27187'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '27187'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '24022'}]",False,2024-07-29T09:13:47.993309,2024-07-29T09:13:47,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716867,runs,SRS5841689,samples
analysis-jobs,MGYA00776937,MGYA00776937,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '33974'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '30644'}, {'key': 'Nucleotide sequences after length filtering', 'value': '30644'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '30644'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '27736'}]",False,2024-07-29T09:14:01.150451,2024-07-29T09:14:00,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716863,runs,SRS5841696,samples
analysis-jobs,MGYA00776938,MGYA00776938,5.0,amplicon,completed,"[{'key': 'Submitted nucleotide sequences', 'value': '38710'}, {'key': 'Nucleotide sequences after format-specific filtering', 'value': '34371'}, {'key': 'Nucleotide sequences after length filtering', 'value': '34371'}, {'key': 'Nucleotide sequences after undetermined bases filtering', 'value': '34371'}, {'key': 'Predicted LSU sequences', 'value': '0'}, {'key': 'Predicted SSU sequences', 'value': '28562'}]",False,2024-07-29T09:14:14.898481,2024-07-29T09:14:14,ILLUMINA,Illumina MiSeq,MGYS00006680,studies,SRR10716861,runs,SRS5841695,samples
